customer_id,tenure_days,last_nps,tickets_30d,usage_delta,sentiment_score,plan,region,billing_change_30d,churned_next_60d
26,1447,-10,1,0.2099792807577828,-0.20143444863203516,Pro,AB,1,0
27,815,-19,1,0.5556268227948727,-0.17731710995777403,Plus,AB,1,0
28,395,-33,1,-0.982166950484931,-0.9328123803164267,Pro,PE,0,0
29,1225,92,1,-0.40349579406262814,-1.0,Basic,QC,0,0
30,965,13,2,1.5040676045201982,0.8060700293045928,Plus,QC,1,0
31,286,-100,1,-0.48865539661173335,-0.9794005041268444,Basic,SK,0,0
32,1194,-43,0,-0.2658552954468585,0.2502655561095717,Plus,QC,0,1
33,469,53,0,-0.6694881650021808,-0.6794213817593369,Basic,SK,1,0
34,1347,8,0,-0.7408542264806607,-0.4091325554087678,Basic,BC,0,0
35,31,47,1,1.1054813523421145,0.5105815504830803,Plus,QC,0,0
36,262,15,0,-2.476681556030022,0.19722039616728854,Basic,BC,0,1
37,757,-14,0,-0.4570138198521978,0.023715751128332588,Plus,NB,0,0
38,866,-91,2,0.2254101426299924,0.7867925315489274,Plus,NL,1,0
39,1594,-42,1,1.696791098740288,-0.07380467305693872,Plus,NS,0,0
40,484,-60,0,-1.1352253558884424,0.8379864762786714,Pro,SK,0,0
41,1092,4,1,-1.3056713470362415,-0.5416663918373341,Basic,NB,0,0
42,520,32,0,-0.8601003213280649,-0.6138743876094589,Plus,QC,0,0
43,1715,21,0,0.7017053967895513,0.01709911223206044,Pro,PE,0,1
44,1509,92,2,0.12528546327868995,0.1019655442617891,Plus,BC,0,0
45,709,44,0,-1.4426356710131807,-0.41503286852392396,Basic,QC,0,0
46,985,-79,0,0.09955759759996681,-0.06566326876145401,Pro,MB,1,0
47,1816,-3,1,1.5514377658892888,0.9188588529133578,Basic,NL,0,0
48,199,68,1,0.26448040107313564,-0.13663497616287995,Basic,MB,0,0
49,967,-33,0,0.16455789062864684,-1.0,Basic,NL,0,0
50,696,96,0,0.22474211958217438,-0.9459988412399408,Basic,NL,0,0
51,967,38,0,0.41450272056286624,1.0,Basic,NB,0,0
52,572,-45,1,-1.2671015614018384,0.9703454204915956,Basic,MB,0,0
53,1600,78,0,-0.2319240021136228,-0.16160118213496996,Basic,BC,0,0
54,1277,48,0,-0.17975613307640745,0.5863562795475797,Basic,MB,0,0
55,841,-2,0,-0.4834690199775001,0.2562511640626576,Basic,ON,0,0
56,1538,-25,0,0.6861216087738703,0.8623032286206374,Plus,NB,0,0
57,1164,-75,0,-0.6339934632565143,-0.5427333718973308,Basic,BC,0,0
58,1518,14,0,-0.3599684214241245,-0.5257814200062597,Basic,NS,1,0
59,656,46,1,-1.2601726806541929,0.8916212654937758,Basic,BC,0,0
60,30,8,0,0.37831055964085886,-0.7959457920503049,Basic,MB,0,0
61,850,87,1,0.9419029617610208,0.14188167750203662,Basic,PE,1,0
62,176,98,0,-0.3610205176022864,0.07317831055492888,Basic,NS,0,0
63,1307,-54,0,0.8073904106539035,0.5705569417014553,Plus,SK,0,0
64,397,-30,0,-0.14695677543719574,0.18392693426380688,Plus,MB,0,0
65,610,53,1,-2.5274493700576737,0.020776188110656485,Pro,SK,0,0
66,325,-61,1,-0.051515334704473136,-0.1283238368306309,Plus,BC,1,0
67,23,32,0,-0.1755712091840432,-0.4968836561658715,Plus,PE,1,1
68,251,48,1,0.10299559976168061,0.00034134218973887187,Basic,ON,0,0
69,786,31,1,0.2531854351405917,0.7990596478391144,Plus,ON,0,0
70,1379,-78,1,-0.6839215253494749,-0.07155988684008543,Basic,NB,1,1
71,574,5,1,1.4713149777599452,0.9437561075045415,Plus,AB,0,0
72,907,-17,1,-0.06616155380558271,0.5386025470401137,Basic,AB,0,0
73,1373,42,1,-0.19966367418641573,0.38594763792835896,Plus,NL,0,0
74,101,15,1,0.7445296083014029,0.002906063094413658,Pro,SK,1,0
75,1400,8,0,0.018539945289034115,-0.27704543837730433,Pro,QC,1,0
76,965,35,0,2.565841659244398,1.0,Basic,QC,1,0
77,1488,-60,0,-0.20990779110796134,0.5761504706014862,Basic,NS,0,0
78,1461,11,0,0.3518154509138963,0.016371762244132324,Pro,SK,0,0
79,518,46,2,-0.7491526548670611,1.0,Plus,BC,0,0
80,785,11,1,0.8705355430382522,0.4774227903749022,Plus,NL,0,0
81,44,2,0,0.30871839419384045,-0.7522983714909355,Plus,BC,0,0
82,215,-55,1,-0.3389680508233362,-0.15591346885405596,Plus,NB,0,0
83,1114,55,1,-0.8724380986016776,0.5362644241093272,Pro,QC,0,0
84,1595,-33,1,-1.309422299601324,1.0,Plus,PE,0,1
85,1421,21,0,0.4187145588757942,1.0,Plus,ON,0,0
86,1035,-86,0,-1.386879470527027,0.11534069127675471,Plus,ON,0,1
87,1031,64,3,1.3084741692001631,0.4697462858191258,Pro,NL,0,0
88,1423,28,0,-1.262845249768365,-0.2669483422079574,Plus,QC,0,0
89,575,94,0,-0.17837491960827281,-0.432439225334487,Plus,ON,0,0
90,1139,10,0,-0.881541272073833,-0.9114941817275645,Pro,AB,0,0
91,1805,-77,0,0.03268623443857666,0.3339990324843134,Plus,AB,0,1
92,1510,-74,1,0.026507179375304425,0.8587049687362882,Basic,NS,0,0
93,712,-61,0,0.444802998019575,0.5655286564487464,Plus,SK,0,0
94,411,90,0,-1.5262789938349903,0.15228165132988486,Plus,NB,1,0
95,739,88,0,-0.7637026591789572,0.8341664427920576,Basic,NS,0,0
96,1589,63,0,0.9705474511521981,1.0,Plus,ON,0,1
97,171,-77,2,0.6585516020040107,-0.39901537359198025,Plus,AB,0,1
98,211,-77,0,-2.499482528276352,-1.0,Plus,NL,0,1
99,1005,-97,0,0.37722958659484596,0.3054396099975094,Plus,QC,0,0
100,279,-34,0,-1.0324649759681026,0.7495062356573462,Plus,AB,0,0
101,825,-67,2,-0.5918228767052861,-0.8284014118793481,Pro,MB,1,0
102,1304,84,0,-0.2273275873143359,0.5996493331510118,Basic,NB,1,0
103,465,76,0,1.5573901576496663,-0.10226418352310113,Basic,ON,1,0
104,1495,80,2,-1.0426974091832861,0.30210581374992257,Basic,BC,1,0
105,1760,15,0,-1.4038933514001541,-0.4514118746413651,Plus,NS,0,0
106,1285,-78,0,0.4503188267807239,-0.4883277962697816,Basic,ON,0,1
107,1026,8,0,-0.02801762233399993,-0.5627785954510931,Basic,MB,0,0
108,1735,-32,0,1.2070032387525482,0.500505353489043,Plus,PE,0,0
109,305,-6,0,-0.35283390585135754,-0.27459318595897897,Basic,NB,0,1
110,1758,80,1,1.2108172591919983,0.2618493624951518,Plus,SK,1,0
111,729,-39,0,0.01626859771827849,0.1177051547608371,Plus,AB,0,0
112,1782,68,1,0.5291151085637205,-0.60808496267708,Plus,NS,0,0
113,347,-44,0,1.6239434870162683,0.14564995048891763,Basic,AB,0,1
114,888,87,0,-0.16724790473917292,0.24220297952719821,Plus,MB,0,0
115,1086,-47,0,1.0446662356754068,0.7375790042073969,Basic,NS,0,0
116,801,-31,0,-0.613598571738008,0.9966019725366917,Pro,BC,1,0
117,226,0,0,0.22753895389624126,-0.5116866989946042,Pro,PE,0,0
118,773,-44,0,-1.4446591716832917,0.31289609771238336,Basic,QC,0,0
119,197,37,1,-0.5043199689792308,-1.0,Basic,BC,1,1
120,389,67,0,-1.0580352588581445,0.6107400223125099,Basic,NS,0,0
121,502,34,0,1.2207526032547376,0.7583807733715537,Basic,AB,0,0
122,1074,2,1,1.7387983609508688,-1.0,Plus,NL,0,1
123,1190,65,1,-0.3547019443319408,-0.10352787144197315,Plus,SK,0,0
124,24,-16,0,-0.7730381824010908,-0.43825718028900673,Basic,ON,1,1
125,74,-40,1,-1.31394449670997,-0.10506822495289064,Plus,PE,0,0
126,530,-98,0,0.26454137610206696,-0.22395774013355965,Pro,NB,0,0
127,1377,27,0,-0.6022863546684106,0.0738241175045539,Plus,NS,0,0
128,1162,78,1,-0.5487163413482677,0.6923924269754063,Basic,ON,0,0
129,657,-15,0,1.629588617431935,-0.08824510093894147,Plus,AB,0,0
130,1505,-54,1,-0.29639865154618206,-0.49246636044190184,Plus,AB,0,0
131,1096,95,2,0.5866495703386697,-0.01858280375184515,Pro,AB,0,0
132,1172,-25,0,0.0529610899146122,-0.05194756830452149,Basic,NS,0,0
133,1532,-63,0,-1.3552054073404338,0.048043374017083335,Basic,SK,0,0
134,602,63,1,-1.8448803728381054,-0.27678603973797056,Plus,BC,0,0
135,401,68,2,0.48752205869567816,0.3175767955087155,Plus,MB,1,1
136,1708,96,0,1.704110520866804,0.8760560908125034,Plus,SK,0,0
137,428,40,0,0.31498753542050073,-0.6613958354645442,Basic,BC,0,0
138,298,-14,1,0.6240901831841357,0.37042937201946424,Plus,ON,0,0
139,388,-43,0,-0.9047063055854803,0.6758377961663602,Basic,QC,0,0
140,1806,-51,1,1.014894342063009,-0.16037329824348642,Basic,QC,0,0
141,1523,-71,2,1.0025044548820388,0.851320393332747,Plus,QC,0,0
142,240,89,1,-0.6961984723041789,0.0636538358491266,Basic,ON,0,0
143,1027,0,0,0.5454087738331277,-0.575586598083421,Basic,AB,0,0
144,50,-76,0,-1.7664178506729673,-0.6629354421795425,Plus,NS,0,0
145,1061,11,0,0.7239119667589867,0.5708855856744353,Plus,QC,1,0
146,144,54,0,-0.5724175857800458,0.5157147247581833,Basic,BC,1,0
147,210,78,0,-1.2271291369100206,1.0,Plus,NB,0,0
148,789,84,0,0.40263995699200367,0.5024309934614646,Basic,ON,0,0
149,939,25,0,-1.7717299651156453,0.04031655833228291,Basic,NL,0,0
150,1066,22,2,0.3424135807683234,0.38938505455346695,Plus,MB,0,0
151,1081,-54,0,-1.1322791295448962,0.14325250246397303,Basic,BC,1,0
152,512,17,0,-1.3462761232318594,-0.09954387700098136,Pro,QC,0,0
153,416,-62,0,0.05985296137968417,-0.22961772206724332,Basic,AB,0,1
154,1607,-85,2,-0.17255125751486772,-0.933809731479509,Plus,NS,0,0
155,1761,-79,0,1.4567894510905068,-0.3452878542705935,Pro,SK,0,0
156,814,-47,0,-1.2848012501226194,0.08820999267910663,Pro,NL,0,1
157,108,48,1,1.375054491164709,-1.0,Basic,QC,0,0
158,693,99,2,-1.1376446042692772,-0.2089195462138417,Pro,AB,0,0
159,735,-85,1,0.9194424164250404,0.6523442232899913,Pro,NS,0,0
160,1580,-42,1,1.106092522853374,0.9059373407778895,Basic,SK,0,0
161,970,-70,0,0.32145878589092547,-0.21646667337675848,Plus,MB,0,0
162,1772,69,1,-0.7909538805384142,-0.238999413945901,Basic,PE,0,0
163,622,-69,2,-1.522954471956448,-0.3319890426290075,Plus,NS,0,0
164,1495,86,1,-1.9517764835951803,-0.23503426247138084,Plus,MB,0,0
165,652,61,0,1.8522909540708852,0.7855893921092472,Basic,NL,0,0
166,1802,-92,2,-0.29685489373197,1.0,Plus,QC,0,0
167,1038,38,0,-1.1046675477275152,-0.9130860998532951,Basic,ON,0,1
168,1251,-91,2,-1.1431606060400803,-0.3868791203740297,Pro,PE,0,0
169,512,-84,0,0.16786239360676053,-1.0,Basic,MB,0,1
170,776,-33,0,-0.3948521036040913,0.08281928500250031,Plus,ON,0,0
171,407,-53,0,-1.9192925788569681,-0.19302025211348514,Basic,ON,0,0
172,880,79,0,0.8645406694634493,0.31535230532358577,Basic,ON,0,0
173,804,10,0,0.3349835554979247,0.49793105244426084,Plus,ON,0,0
174,402,52,1,1.8399109991688833,0.4313570954878182,Basic,NB,0,0
175,216,22,2,1.1407914475545389,-0.8875633386611367,Plus,BC,0,0
176,1048,48,0,-3.09814715452078,0.08457866049448809,Pro,NL,1,0
177,1587,0,1,1.416973973837563,-0.9174316944202695,Basic,NS,0,0
178,901,1,2,1.2074912492745373,1.0,Pro,AB,0,0
179,1494,-36,1,-0.7363727523560001,-0.1128064661437242,Basic,NL,0,1
180,1724,90,0,-0.43257575712307933,-0.7198779626218796,Basic,QC,0,0
181,1608,-50,1,0.41172510724124184,-0.22655929885799067,Basic,NS,0,0
182,873,-65,1,-1.0142150087968282,0.22472945717999668,Pro,AB,0,0
183,752,-20,1,-0.2427288682128304,0.539949083537802,Basic,MB,0,0
184,1274,26,1,1.0000374458259134,0.8801857274732175,Pro,QC,0,0
185,573,-13,0,0.5177279086900803,0.1377458383568707,Pro,SK,0,0
186,1030,93,1,-0.6667847639617395,-0.10029924467610982,Basic,NL,0,0
187,105,3,1,1.0227605566412248,0.5110416225594632,Plus,MB,1,0
188,1767,-86,1,0.3028952625429311,0.49458139883464747,Plus,ON,0,0
189,494,-5,0,0.26870545294687354,0.17126704408167753,Basic,MB,0,0
190,1440,66,1,-0.514932362981204,0.5857734562761451,Basic,MB,1,0
191,240,22,0,-0.006538543668862031,-0.2661492975497486,Basic,NL,0,0
192,758,97,1,-0.7740914816197727,0.08558612358071797,Plus,NB,0,0
193,1688,-100,0,-1.9405515847036499,-1.0,Plus,MB,0,0
194,1204,50,0,-0.27979216569898413,0.9339209228067966,Basic,MB,0,0
195,550,21,1,-0.12215224609479869,-0.19501496525582593,Basic,BC,0,0
196,1069,66,2,0.1372887794876652,0.9373383218231618,Pro,NL,1,0
197,534,25,0,1.212154598368495,-0.2937144419816925,Basic,QC,0,0
198,1193,-44,1,-0.65228484472671,0.28133442685470617,Plus,NS,1,0
199,1732,-20,1,-0.36775200351471965,0.13284637272302313,Basic,PE,0,0
200,1276,61,0,0.7661775976212185,-0.26119648813036656,Pro,SK,0,0
201,1119,68,1,-0.7525221145818455,0.3877652717066825,Pro,MB,0,0
202,587,-28,0,0.15374952880847811,0.8661695527987019,Basic,MB,1,0
203,691,40,0,-0.4082820135643562,1.0,Basic,NS,0,0
204,566,-31,0,-0.2436243827114264,0.5456338368549556,Plus,BC,1,0
205,1607,-95,0,0.758144889210677,-0.6260197804886398,Basic,NL,0,0
206,1022,-17,1,-0.3734530559804402,-0.7433473463043211,Basic,BC,0,0
207,655,-49,0,0.7907440072398346,0.7833614925867693,Plus,NL,0,0
208,805,-98,1,-1.952433108205158,-0.49837490665874573,Basic,QC,0,0
209,1061,-20,0,-1.4296146739194613,0.4695730534264332,Basic,PE,0,0
210,1653,-38,2,-2.318200090748849,0.18036417755834966,Plus,PE,0,0
211,1589,-52,1,-1.1657706171669668,0.8912208134609412,Plus,SK,0,0
212,1373,-25,1,1.8568436628491722,0.4059710000456124,Basic,ON,0,0
213,1364,11,0,-0.017535908683452835,0.0816528805532248,Plus,MB,1,0
214,1673,74,0,-0.7213027504574568,1.0,Plus,SK,0,0
215,1539,8,0,0.7828068249924235,0.593948501027511,Plus,NL,0,0
216,1381,82,0,0.9240110572571724,0.43283933019351684,Basic,NL,0,0
217,1506,91,1,-1.220847814062526,-0.3095636433308361,Basic,NL,1,0
218,1264,-36,0,2.4982001179741125,-0.5879858502003645,Pro,AB,1,0
219,199,-20,0,0.27633084300105565,-0.05568085999274139,Pro,QC,0,0
220,1258,94,0,0.4023519884543412,-0.7992948673440733,Plus,NB,0,0
221,1418,-86,1,0.49723315135786184,-0.0931861940445077,Basic,NB,0,1
222,1410,-1,0,0.495137870045973,0.5805721415806928,Plus,BC,0,0
223,1316,-69,0,-0.6214734047144778,0.6890739019414415,Pro,NB,1,1
224,642,-5,1,2.112519290962802,-0.1052025609654356,Basic,NS,1,0
225,637,27,0,-0.28518844674365945,1.0,Basic,NL,0,1
226,982,95,0,0.957517777643326,0.8640043312309852,Plus,MB,1,0
227,1778,45,0,-0.4749346222212478,0.08201834555829413,Pro,BC,0,0
228,1292,12,0,-0.6522665031033145,0.7848540548190155,Basic,MB,0,0
229,1392,-18,1,1.90186461325099,-0.24769584068068798,Plus,BC,0,0
230,719,-58,1,-0.10837103661884025,0.25234943160088275,Plus,MB,0,1
231,1489,15,0,-0.03410720098954454,-0.11634003907391272,Plus,NL,0,0
232,1444,62,0,0.28361720550501,-0.6270661515229885,Plus,NS,0,0
233,658,-23,2,2.601770471320802,0.41957868062623793,Plus,NS,0,0
234,327,-43,0,2.168761167921427,0.09645865460766964,Basic,ON,0,0
235,1710,-68,0,1.283782608325773,0.1409699655631832,Basic,NL,1,1
236,1258,-87,0,2.8536225827404498,0.08371886042851436,Plus,SK,0,0
237,1267,61,1,-0.9445767199209086,-0.43886072287984534,Basic,NS,0,0
238,693,88,1,0.6558839906913896,1.0,Plus,BC,0,0
239,673,31,0,0.0758229309804383,0.24924293783712695,Plus,ON,0,0
240,1407,-42,2,-1.7690877320358567,-0.060179567710137216,Basic,QC,0,1
241,1705,56,0,0.46309693066377544,-0.6855262115205074,Plus,NL,0,0
242,1641,-18,0,-0.49082647991404904,0.9420283196461927,Plus,NL,0,0
243,1505,33,0,1.5335008409803093,0.6503909367260169,Basic,AB,0,0
244,1266,20,0,-0.39502186443836856,0.10090563950692921,Plus,ON,0,0
245,1725,76,1,-0.4518919692228427,-0.6704777195491052,Pro,BC,0,0
246,1146,67,0,1.5330688258513046,1.0,Basic,NL,0,0
247,1530,-18,0,-0.06545397842217143,-0.11887434896810273,Plus,NL,0,0
248,451,92,2,1.1628776937471557,-0.30290650684501885,Basic,ON,0,0
249,573,96,2,0.424359439923299,0.07052636642644584,Basic,NL,0,0
250,1301,-74,0,0.43777146130347266,0.32508164330533806,Basic,ON,0,0
251,1543,-21,3,-0.24404737288040645,-0.0011797458151454054,Plus,PE,0,0
252,1419,33,1,0.5022100457070079,-1.0,Basic,QC,0,0
253,1420,-88,0,-0.13149181198922538,0.24977561536283713,Basic,MB,0,0
254,1146,-37,0,-0.8038034476563688,0.6535491780766982,Plus,NB,0,0
255,1646,89,0,-0.10425431531645454,-0.43463031032457755,Basic,MB,0,0
256,1658,46,1,1.2878307886750573,1.0,Basic,MB,0,0
257,961,-21,1,0.5360092255913662,0.6249225251855303,Basic,QC,0,0
258,1114,22,1,0.768440731326766,0.3812651236681055,Basic,NL,0,0
259,708,-58,0,0.001467371442110529,-0.5084529999095656,Plus,NB,0,1
260,122,-12,1,-1.9377901561814954,0.26732105173484655,Basic,NL,1,1
261,11,47,1,-1.221428498419076,0.3129579540355899,Basic,NS,0,0
262,651,-6,0,-0.28900555354386737,0.050846155092066,Pro,NS,0,0
263,229,95,0,-1.1350623455172877,0.6348037881068788,Pro,MB,0,0
264,1599,71,0,-0.5243575625907722,-0.11643833494664368,Pro,PE,0,0
265,864,50,2,-0.5605545697142021,-0.06297678784638186,Pro,ON,0,0
266,1769,-99,0,-0.530408740127566,-0.29982284462282094,Plus,SK,0,0
267,1258,19,1,1.4371698553041121,-0.1707420473401466,Plus,PE,0,0
268,394,-79,1,-0.052978274929529716,0.010005729532139532,Plus,SK,1,0
269,1436,14,0,0.9346701581005344,-0.011665708853578066,Plus,PE,1,0
270,1671,-44,0,0.16394494455802602,-0.038622161396839244,Plus,QC,0,0
271,1163,-29,1,1.4157466076601128,0.6544587645797367,Basic,BC,1,0
272,1086,-94,0,1.0209796051476259,1.0,Pro,ON,0,0
273,1717,83,1,-0.5915158696705674,-0.6691112944277435,Plus,AB,0,0
274,739,18,0,1.9616294732981792,0.9876768600818594,Pro,NL,0,0
275,1705,94,0,-0.45452240701841656,0.5046792546946588,Basic,ON,0,0
276,1743,13,0,0.20000066583166098,-0.4358471603629894,Basic,MB,0,0
277,1449,-85,2,0.37702683303032763,-0.09793033109610982,Basic,PE,0,0
278,256,-18,1,0.4883647602144977,0.27039269182752734,Plus,SK,0,0
279,845,78,0,0.7961798949762344,-0.8930101364433526,Basic,NL,0,0
280,1472,-29,0,-0.756784418747691,0.04795333165280095,Basic,ON,0,0
281,212,23,0,0.7123352668133672,0.415327408114051,Basic,MB,1,0
282,1217,12,0,0.581145557008673,-0.3466226958827491,Basic,ON,1,0
283,132,-89,2,0.0004720347890848933,-0.7879132058115343,Plus,BC,0,1
284,410,25,1,-0.18974350395406103,0.21918613083244098,Pro,BC,0,0
285,776,-48,2,-0.8081016455257083,1.0,Basic,MB,0,0
286,303,-26,1,0.4803511621244528,-0.32793920637473273,Plus,PE,0,0
287,289,32,1,-0.6604695199582961,-0.3122270395731851,Basic,QC,1,0
288,893,-74,0,0.23788077019964818,-0.020296259213886045,Basic,SK,0,0
289,1643,39,0,-0.10132902281809021,1.0,Plus,MB,0,0
290,207,44,0,-1.3341607557492254,-0.8914427512356619,Plus,BC,0,0
291,991,33,0,-0.9334385138729933,0.5618944787623639,Pro,NL,0,0
292,1544,-4,1,0.40477585777353403,-0.18255991869580382,Plus,PE,0,0
293,761,-96,1,-0.524318113969408,-0.13082000531452992,Pro,NB,0,0
294,153,-44,1,-0.558420168487533,-0.506100031769745,Basic,NL,0,0
295,618,55,0,-0.7639474022443523,-0.0493826950706969,Basic,SK,0,0
296,1234,-23,1,-0.730011522864486,-0.48877925795315014,Basic,MB,0,0
297,1157,-32,1,1.6426665178563478,-0.22539145141092046,Plus,MB,0,0
298,196,17,0,-1.1199391370046168,-1.0,Basic,BC,0,0
299,1359,19,1,1.4729032456651778,-0.9403474381861846,Basic,QC,0,0
300,473,-42,1,-0.3307312207982786,0.3020337889578999,Plus,BC,0,0
301,1382,-68,0,-0.6537544925778764,0.8573360523552057,Basic,BC,0,0
302,1804,-39,0,0.3838235638312693,1.0,Basic,NB,0,1
303,669,-51,0,0.05304078427044711,0.6547321945439812,Basic,QC,0,0
304,773,11,2,-0.19749995086866415,-0.2088184467897424,Basic,QC,0,0
305,964,-82,1,0.21988363049347096,-1.0,Plus,NS,0,0
306,412,96,0,0.037198196936267684,0.42385985819449257,Plus,QC,0,0
307,1379,22,0,-0.21559775133984035,-0.7715152677873685,Basic,NL,1,1
308,1544,93,2,0.93567437925074,-0.384306470727502,Basic,NL,1,0
309,156,-54,1,-1.4469767155111604,0.6316164322068315,Pro,AB,1,0
310,1181,66,3,-0.9146648231644132,0.2765230119577649,Plus,SK,1,0
311,873,95,0,-0.7882151673019151,-0.45743896453617583,Plus,NS,0,0
312,1744,-68,0,-1.057936662008909,-0.9238396462828692,Plus,AB,1,0
313,498,40,0,0.08592660933240631,0.2273460927676877,Basic,QC,0,0
314,938,-17,1,0.5054195590744918,0.30141794929284516,Pro,ON,0,0
315,1673,81,1,-1.9625304945209214,1.0,Plus,NL,0,0
316,560,34,0,-0.47405307303580635,-1.0,Basic,NS,0,0
317,347,-22,0,-0.32166358054911637,0.1709307227792543,Basic,PE,1,1
318,881,-87,1,-0.2858559561574305,0.6500609624346236,Basic,NS,0,0
319,650,46,0,-1.285087969866526,-0.15214755552274187,Basic,NL,0,1
320,1812,27,1,-0.31332087282762977,-0.8579958809142868,Pro,SK,0,0
321,482,-47,0,-0.9111228918701051,-0.45487361036328056,Pro,NB,0,1
322,160,47,0,-0.33437710670132015,0.12244918642807814,Basic,MB,1,1
323,1448,-72,0,-1.7196275186655354,-0.19220033353446284,Basic,NB,1,0
324,1331,-77,1,-0.3275594233689797,0.2823326555714954,Plus,PE,0,0
325,1644,-19,0,-0.719033595962493,0.8676116058196536,Basic,ON,0,0
326,272,-38,0,-0.2624810477468882,-0.13959583002782447,Plus,AB,0,0
327,1797,4,0,0.3007927103144743,0.8318355237525579,Plus,QC,1,0
328,153,-44,1,-0.04473506041522046,0.03060794020875944,Plus,NL,0,0
329,355,35,0,0.7933952017755574,0.30335763087980666,Plus,NB,0,0
330,633,-39,0,-0.36076641319634223,0.029737566346463074,Plus,NB,0,0
331,1026,56,0,0.618884817865093,0.31889727336529883,Pro,BC,0,0
332,1605,-84,0,1.124987106380164,0.4232445554055696,Basic,NS,0,0
333,890,-35,3,0.2737597054639536,0.4850864536001387,Pro,AB,1,0
334,11,-95,1,-0.020797830532211254,0.10194660644691962,Basic,SK,0,1
335,906,-43,2,0.4143620841787884,-1.0,Basic,QC,1,1
336,1337,-32,0,0.30908361745445717,0.45732299331996096,Basic,SK,0,0
337,263,55,0,1.0012430080932584,-1.0,Plus,QC,0,0
338,1685,-39,3,0.7937994595098654,-0.2641311570302677,Basic,AB,0,0
339,462,68,0,0.8058272104247736,-1.0,Pro,BC,0,0
340,1070,96,0,0.04402595756180984,1.0,Plus,QC,0,0
341,1193,-19,1,0.3412266326924841,0.3503820769021705,Basic,PE,0,0
342,1024,68,0,0.32252626325596734,-0.09548706949384028,Plus,BC,0,0
343,18,76,1,-1.2073794021077044,0.9513424416851101,Pro,NS,0,0
344,1266,76,1,1.0689160184253121,0.4192173016704128,Plus,ON,0,0
345,1132,-30,1,-1.6692905299444687,0.1747544547652402,Basic,ON,0,0
346,1692,30,2,0.7121866576270373,0.3370865998941438,Pro,MB,0,0
347,825,-91,0,0.26699609685770814,-0.129236892412831,Plus,NS,0,1
348,217,-3,0,-0.2842882277692054,-0.6438106615208072,Basic,ON,0,0
349,1164,-12,2,0.39119015882625124,0.6765350050092763,Basic,QC,0,0
350,413,-66,1,0.4185693262294482,0.05741831809237223,Plus,MB,0,1
351,161,-99,2,-1.3077999067530763,-0.9554733170684121,Pro,BC,1,0
352,63,23,0,1.416126282081506,0.4044261296580528,Basic,NS,0,0
353,1153,-77,0,0.07213805385166665,0.12451403278829107,Basic,QC,0,1
354,1706,-27,1,2.3147323045409203,1.0,Pro,NB,0,0
355,637,65,0,0.7897710286367065,0.26111939135723167,Basic,ON,0,0
356,596,-79,0,0.04939734691538389,-0.6086337653778596,Pro,PE,0,1
357,1658,53,0,-0.6900392859926178,-0.9740914197180105,Basic,ON,0,0
358,1453,70,0,-0.11083953719272857,0.8585767522692058,Plus,ON,0,0
359,1455,82,1,0.14983072858266513,0.0618255598885879,Basic,QC,1,0
360,113,-62,1,1.4654301543277208,-0.41948255755512964,Pro,ON,1,0
361,263,56,0,1.2266598343105293,-0.33179910150534375,Plus,MB,0,0
362,1260,-81,0,0.4514884824749464,0.879006457663213,Pro,SK,1,0
363,1145,-60,2,1.7691911692366638,0.3830854595522404,Plus,NS,0,1
